"cid","appName","mechanism","version_n","vul_n","start","exploit","t50","t90","t95","mu","sigma","r2"
"wireshark_199","wireshark","MU",19,1,1057,TRUE,Inf,Inf,Inf,0.00141232291113087,-4.45876904111058e-06,0.99348867101991
"wireshark_200","wireshark","MU",21,1,1108,FALSE,Inf,Inf,Inf,0.00223386029364095,0.000178663855357631,0.995673140164636
"wireshark_201","wireshark","MU",14,1,633,FALSE,Inf,Inf,Inf,0.00131616308547481,4.62122397309848e-05,0.995360796980707
"wireshark_202","wireshark","MU",2,1,1108,TRUE,Inf,Inf,Inf,0.00740851213798511,0.000910416216161588,0.987312471904676
"wireshark_203","wireshark","MU",12,1,989,FALSE,Inf,Inf,Inf,0.000523636203007867,2.73557144053975e-05,0.971047997747254
"wireshark_204","wireshark","MU",16,2,1348,TRUE,Inf,Inf,Inf,0.00400591325529717,0.000317666157318142,0.999122337858045
"wireshark_206","wireshark","MU",5,2,737,FALSE,Inf,Inf,Inf,0.000793105426634525,0.000119876302996283,0.985678149644611
"wireshark_207","wireshark","MU",26,1,967,FALSE,Inf,Inf,Inf,0.000868243847845991,6.12431425585759e-05,0.975708518959474
"wireshark_208","wireshark","MU",17,1,737,FALSE,Inf,Inf,Inf,0.000104001968644386,-4.58013310094224e-05,0.994145877596775
"wireshark_209","wireshark","MU",4,1,570,FALSE,Inf,Inf,Inf,0.000328116273133478,1.11074528883434e-05,0.961938720324556
"wireshark_210","wireshark","MU",29,1,1296,FALSE,Inf,Inf,Inf,0.00162051205120741,-1.23056694374314e-05,0.997812559976608
"wireshark_211","wireshark","MU",31,2,1158,FALSE,Inf,Inf,Inf,0.00105876365488715,-0.000128669874408615,0.991031292519679
"wireshark_212","wireshark","MU",10,2,465,FALSE,Inf,Inf,Inf,0.00151475062625854,0.000192000630824006,0.991448540084902
"wireshark_213","wireshark","MU",26,1,967,FALSE,Inf,Inf,Inf,0.000868243847845991,6.12431425585759e-05,0.975708518959474
"wireshark_214","wireshark","MU",1,2,570,FALSE,Inf,Inf,Inf,0.00162686877728141,0.000115873973506688,0.966203672083569
"wireshark_215","wireshark","MU",7,1,406,FALSE,Inf,Inf,Inf,0.000486008080390539,-1.92166634631007e-05,0.99076047290868
"wireshark_216","wireshark","MU",5,2,345,TRUE,Inf,Inf,Inf,0.00129698081515138,0.000141596808014295,0.990740037144256
"wireshark_218","wireshark","MU",15,1,1690,FALSE,Inf,Inf,Inf,0.0020171645673134,0.000157162731649621,0.998558296922242
"wireshark_219","wireshark","MU",9,1,406,FALSE,Inf,Inf,Inf,0.000483529651729365,-1.89378099242067e-05,0.990798759959805
"wireshark_220","wireshark","MU",14,1,989,FALSE,Inf,Inf,Inf,0.000738529769943753,8.20253615914056e-05,0.979859704931005
"wireshark_221","wireshark","MU",6,1,1108,FALSE,Inf,Inf,Inf,0.00350082380463531,0.000439550423547261,0.987324928123823
"wireshark_222","wireshark","MU",23,1,859,FALSE,Inf,Inf,Inf,0.000593551183723046,7.83771058618824e-05,0.995796677561038
"wireshark_223","wireshark","MU",24,1,894,FALSE,Inf,Inf,Inf,0.00294128227421689,0.000397836163209659,0.983984928714768
"wireshark_224","wireshark","MU",25,4,1605,TRUE,Inf,Inf,Inf,0.00179330865566237,0.000130069215434126,0.997382703581608
"wireshark_225","wireshark","MU",24,2,894,FALSE,Inf,Inf,Inf,0.00294128227421689,0.000397836163209659,0.983984928714768
"wireshark_226","wireshark","MU",6,1,406,FALSE,Inf,Inf,Inf,0.000486665126060559,-1.92667641356346e-05,0.990757962478978
"wireshark_227","wireshark","MU",23,2,1158,FALSE,Inf,Inf,Inf,0.000985362546138867,-7.39973150502995e-05,0.992338684158678
"wireshark_228","wireshark","MU",10,2,1205,TRUE,Inf,Inf,Inf,0.00178601600601765,-3.62780104673069e-05,0.995986789049386
"wireshark_229","wireshark","MU",11,1,1561,FALSE,Inf,Inf,Inf,0.00143334127910303,8.78670741485483e-05,0.996442110768854
"wireshark_231","wireshark","MU",5,1,349,FALSE,Inf,Inf,Inf,0.00187467938082033,0.000216766896242034,0.967472133837624
"wireshark_232","wireshark","MU",25,2,1205,FALSE,Inf,Inf,Inf,0.00167436113347438,-2.04522474274141e-05,0.99491245644357
"wireshark_233","wireshark","MU",27,5,1255,FALSE,Inf,Inf,Inf,0.00234527430508847,0.000113542806289504,0.997462349235517
"wireshark_234","wireshark","MU",15,1,669,FALSE,Inf,Inf,Inf,0.000472173611107787,-2.410319404896e-05,0.990824071470594
"wireshark_235","wireshark","MU",27,1,989,TRUE,Inf,Inf,Inf,0.00231476277905368,0.000282012531862987,0.988147425024845
"wireshark_236","wireshark","MU",7,1,345,FALSE,Inf,Inf,Inf,0.00129201475554976,0.000141054965059065,0.99073975682135
"wireshark_238","wireshark","MU",21,5,1472,FALSE,Inf,Inf,Inf,0.00208616746475863,0.000127208131535935,0.999248789183529
"wireshark_239","wireshark","MU",8,1,1158,FALSE,Inf,Inf,Inf,0.00125942920466035,-7.60705617337726e-05,0.991404367180033
"wireshark_240","wireshark","MU",10,1,465,FALSE,Inf,Inf,Inf,0.00151475062625854,0.000192000630824006,0.991448540084902
"wireshark_242","wireshark","MU",14,1,1296,FALSE,Inf,Inf,Inf,0.00193810240770322,3.21455012229563e-05,0.997658082281562
"wireshark_243","wireshark","MU",8,1,348,FALSE,Inf,Inf,Inf,0.000811519920812064,7.49873600508916e-05,0.963213340475559
"wireshark_244","wireshark","MU",4,1,1057,TRUE,Inf,Inf,Inf,0.00180683617559679,5.58217331663986e-05,0.987421184092947
"wireshark_245","wireshark","MU",1,1,349,FALSE,Inf,Inf,Inf,0.00244581175845895,0.000282806238281355,0.967472133837624
"wireshark_246","wireshark","MU",6,1,294,FALSE,Inf,Inf,Inf,0.0016192288676024,0.000169127979565278,0.961534432164417
"wireshark_247","wireshark","MU",13,1,570,FALSE,Inf,Inf,Inf,0.000325805266157933,1.87830831973841e-06,0.97745378066801
"wireshark_248","wireshark","MU",7,2,345,FALSE,Inf,Inf,Inf,0.00129201475554976,0.000141054965059065,0.99073975682135
"wireshark_249","wireshark","MU",35,1,1158,FALSE,Inf,Inf,Inf,0.00111032289044814,-0.000101414471641229,0.991982370917796
"wireshark_250","wireshark","MU",23,2,1561,FALSE,Inf,Inf,Inf,0.00150932605105576,9.64331341326154e-05,0.997258891673564
